flightId,crud,createdAt,flightType,from,to,airplaneType,fliedAt
MU1530,delete,19/05/2024,local,ADD,BJR,CASA C-212 Aviocar,19/05/2024
FQ5941,delete,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
TI9559,delete,19/05/2024,local,ADD,JIJ,CASA C-212 Aviocar,19/05/2024
RD7887,delete,19/05/2024,international,ADD,SFO,Boeing 747,19/05/2024
KF9561,delete,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
RH6793,create,19/05/2024,local,ADD,LLI,Cessna 208 Caravan,19/05/2024
KN9781,create,19/05/2024,international,ADD,ICN,Boeing 747,19/05/2024
BC6772,create,19/05/2024,international,ADD,JFK,Boeing 747,19/05/2024
UL9869,create,19/05/2024,local,ADD,MQX,Cessna 208 Caravan,19/05/2024
II3866,create,19/05/2024,international,ADD,FRA,Boeing 777,19/05/2024
LK7238,create,19/05/2024,international,ADD,LAX,Boeing 767,19/05/2024
OU5087,create,19/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,19/05/2024
UY3966,create,19/05/2024,international,ADD,JFK,Boeing 777,19/05/2024
WN2709,create,19/05/2024,local,ADD,MQX,CASA C-212 Aviocar,19/05/2024
LR7111,create,19/05/2024,international,ADD,DXB,Boeing 767,19/05/2024
VC5585,create,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
SE2573,delete,19/05/2024,international,ADD,LAX,Boeing 777,19/05/2024
SP9404,delete,19/05/2024,international,ADD,JFK,Boeing 767,19/05/2024
DH9746,create,19/05/2024,international,ADD,HND,Boeing 777,19/05/2024
ON5180,create,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
VB9305,create,19/05/2024,local,ADD,DIR,CASA C-212 Aviocar,19/05/2024
RR3046,create,19/05/2024,local,ADD,LLI,Beechcraft 1900,19/05/2024
QP3887,create,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
AZ6870,create,19/05/2024,local,ADD,JIJ,Cessna 208 Caravan,19/05/2024
MP7087,delete,19/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,19/05/2024
JK5221,delete,19/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,19/05/2024
PW4119,delete,19/05/2024,local,ADD,AXU,CASA C-212 Aviocar,19/05/2024
YN5900,delete,19/05/2024,local,ADD,ADD,CASA C-212 Aviocar,19/05/2024
TB5967,delete,19/05/2024,local,ADD,BJR,CASA C-212 Aviocar,19/05/2024
ZP2594,delete,19/05/2024,international,ADD,SFO,Boeing 767,19/05/2024
DH9746,delete,19/05/2024,international,ADD,HND,Boeing 777,19/05/2024
DH9746,delete,19/05/2024,international,ADD,HND,Boeing 777,19/05/2024
RR3046,delete,19/05/2024,local,ADD,LLI,Beechcraft 1900,19/05/2024
RR3046,delete,19/05/2024,local,ADD,LLI,Beechcraft 1900,19/05/2024
BO7534,create,19/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,19/05/2024
XS7309,create,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
GM7647,create,19/05/2024,international,ADD,AMS,Airbus A330,19/05/2024
YH3118,create,19/05/2024,international,ADD,HND,Boeing 747,19/05/2024
RL1108,create,19/05/2024,international,ADD,HND,Boeing 787 Dreamliner,19/05/2024
WY7278,create,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
CH5697,create,19/05/2024,local,ADD,AMH,CASA C-212 Aviocar,19/05/2024
GP4821,create,19/05/2024,local,ADD,BJR,Cessna 208 Caravan,19/05/2024
JM6309,create,19/05/2024,international,ADD,SIN,Airbus A330,19/05/2024
JV5009,create,19/05/2024,international,ADD,CDG,Boeing 747,19/05/2024
IA5073,create,19/05/2024,international,ADD,DXB,Boeing 767,19/05/2024
IM7393,create,19/05/2024,local,ADD,LLI,Cessna 208 Caravan,19/05/2024
TP4661,create,19/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,19/05/2024
JB6948,delete,19/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,19/05/2024
IA4110,delete,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
VG9986,delete,19/05/2024,local,ADD,JIM,Cessna 208 Caravan,19/05/2024
BO7534,delete,19/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,19/05/2024
BO7534,delete,19/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,19/05/2024
GM7647,delete,19/05/2024,international,ADD,AMS,Airbus A330,19/05/2024
GM7647,delete,19/05/2024,international,ADD,AMS,Airbus A330,19/05/2024
KG5971,create,19/05/2024,local,ADD,DIR,Beechcraft 1900,19/05/2024
NS8066,create,19/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,19/05/2024
WS9131,create,19/05/2024,international,ADD,ICN,Boeing 777,19/05/2024
AU2268,create,19/05/2024,local,ADD,AXU,CASA C-212 Aviocar,19/05/2024
TY9070,create,19/05/2024,local,ADD,LLI,CASA C-212 Aviocar,19/05/2024
TT6114,create,19/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,19/05/2024
YO8136,create,19/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,19/05/2024
EI1793,delete,19/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,19/05/2024
HC8107,delete,19/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,19/05/2024
FG1238,delete,19/05/2024,international,ADD,CDG,Boeing 767,19/05/2024
SY1401,delete,19/05/2024,international,ADD,ICN,Airbus A330,19/05/2024
KG5971,delete,19/05/2024,local,ADD,DIR,Beechcraft 1900,19/05/2024
KG5971,delete,19/05/2024,local,ADD,DIR,Beechcraft 1900,19/05/2024
ZC3722,create,19/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,19/05/2024
CY9117,create,19/05/2024,international,ADD,SFO,Airbus A330,19/05/2024
IC1427,create,19/05/2024,international,ADD,DXB,Boeing 747,19/05/2024
TP3504,create,19/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,19/05/2024
JP7641,create,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
EU9689,delete,19/05/2024,international,ADD,LAX,Boeing 747,19/05/2024
MI4050,delete,19/05/2024,international,ADD,HND,Boeing 787 Dreamliner,19/05/2024
JD3705,delete,19/05/2024,local,ADD,ADD,CASA C-212 Aviocar,19/05/2024
ZA7906,delete,19/05/2024,international,ADD,LAX,Boeing 747,19/05/2024
YZ7553,delete,19/05/2024,local,ADD,LLI,Beechcraft 1900,19/05/2024
FH1379,delete,19/05/2024,international,ADD,ICN,Airbus A330,19/05/2024
YL3875,delete,19/05/2024,local,ADD,ADD,Cessna 208 Caravan,19/05/2024
IT2604,delete,19/05/2024,local,ADD,LLI,Cessna 208 Caravan,19/05/2024
LS3642,delete,19/05/2024,international,ADD,AMS,Boeing 767,19/05/2024
IC1427,delete,19/05/2024,international,ADD,DXB,Boeing 747,19/05/2024
IC1427,delete,19/05/2024,international,ADD,DXB,Boeing 747,19/05/2024
JP7641,delete,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
JP7641,delete,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
EW3866,create,19/05/2024,international,ADD,SFO,Boeing 747,19/05/2024
EU1849,create,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
XG3042,create,19/05/2024,local,ADD,MQX,Cessna 208 Caravan,19/05/2024
OH5288,create,19/05/2024,international,ADD,DXB,Boeing 747,19/05/2024
OP2504,create,19/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,19/05/2024
JV1768,create,19/05/2024,local,ADD,BJR,Cessna 208 Caravan,19/05/2024
IP6822,create,19/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,19/05/2024
OI4223,create,19/05/2024,international,ADD,CDG,Airbus A330,19/05/2024
UP3718,create,19/05/2024,international,ADD,LAX,Boeing 767,19/05/2024
SP3463,create,19/05/2024,international,ADD,JFK,Airbus A330,19/05/2024
FP2141,create,19/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,19/05/2024
GQ2205,create,19/05/2024,international,ADD,DXB,Airbus A330,19/05/2024
IK7700,create,19/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,19/05/2024
MO1276,delete,19/05/2024,international,ADD,HND,Boeing 777,19/05/2024
HT3879,delete,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
DQ6990,delete,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
LL7961,delete,19/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,19/05/2024
EU1849,delete,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
EU1849,delete,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
VK4447,create,19/05/2024,international,ADD,ICN,Boeing 777,19/05/2024
NK2094,create,19/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,19/05/2024
IU6617,create,19/05/2024,international,ADD,JFK,Boeing 777,19/05/2024
SK7792,create,19/05/2024,international,ADD,SFO,Boeing 767,19/05/2024
MH3061,create,19/05/2024,international,ADD,CDG,Airbus A330,19/05/2024
GJ2765,create,19/05/2024,local,ADD,GDQ,Beechcraft 1900,19/05/2024
ZO3087,delete,19/05/2024,local,ADD,DIR,CASA C-212 Aviocar,19/05/2024
PW4446,delete,19/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,19/05/2024
AY7965,delete,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
GW6584,delete,19/05/2024,international,ADD,HND,Boeing 787 Dreamliner,19/05/2024
GS7136,delete,19/05/2024,international,ADD,SFO,Airbus A330,19/05/2024
EC3316,delete,19/05/2024,local,ADD,JIM,Beechcraft 1900,19/05/2024
NJ3661,delete,19/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,19/05/2024
BO4455,create,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
DC9176,create,19/05/2024,international,ADD,DXB,Airbus A330,19/05/2024
UG3466,create,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
KQ8524,create,19/05/2024,local,ADD,JIJ,d.Havilland Canada DHC-6 Twin O,19/05/2024
RH8092,create,19/05/2024,international,ADD,FRA,Boeing 767,19/05/2024
FK7741,create,19/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,19/05/2024
HU1080,create,19/05/2024,international,ADD,CDG,Boeing 767,19/05/2024
TN8441,create,19/05/2024,local,ADD,AXU,CASA C-212 Aviocar,19/05/2024
WX1151,create,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
NT2452,create,19/05/2024,local,ADD,ADD,d.Havilland Canada DHC-6 Twin O,19/05/2024
EL1364,create,19/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,19/05/2024
RW2954,create,19/05/2024,local,ADD,ADD,CASA C-212 Aviocar,19/05/2024
CF8182,create,19/05/2024,local,ADD,GDQ,Cessna 208 Caravan,19/05/2024
GD7519,delete,19/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,19/05/2024
WZ2582,delete,19/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,19/05/2024
RQ4600,delete,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
BH6751,delete,19/05/2024,local,ADD,LLI,Cessna 208 Caravan,19/05/2024
DL2007,delete,19/05/2024,local,ADD,AXU,Beechcraft 1900,19/05/2024
YT3992,create,19/05/2024,local,ADD,AMH,d.Havilland Canada DHC-6 Twin O,19/05/2024
QG8588,create,19/05/2024,international,ADD,SFO,Boeing 777,19/05/2024
ZU5693,create,19/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,19/05/2024
CZ3294,create,19/05/2024,local,ADD,JIM,Beechcraft 1900,19/05/2024
PV1598,create,19/05/2024,local,ADD,AXU,Cessna 208 Caravan,19/05/2024
CB4509,create,19/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,19/05/2024
GA9202,create,19/05/2024,international,ADD,CDG,Airbus A330,19/05/2024
IT5391,create,19/05/2024,local,ADD,AMH,Beechcraft 1900,19/05/2024
FT8845,create,19/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,19/05/2024
OZ8975,delete,19/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,19/05/2024
HG4239,delete,19/05/2024,international,ADD,SIN,Boeing 767,19/05/2024
WI7369,delete,19/05/2024,local,ADD,MQX,Beechcraft 1900,19/05/2024
UH5676,delete,19/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,19/05/2024
VG3043,delete,19/05/2024,local,ADD,MQX,Cessna 208 Caravan,19/05/2024
JW7788,delete,19/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,19/05/2024
TZ9966,create,19/05/2024,local,ADD,JIM,Cessna 208 Caravan,19/05/2024
GB9827,create,19/05/2024,international,ADD,AMS,Airbus A330,19/05/2024
XO4428,create,19/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,19/05/2024
HV7285,create,19/05/2024,international,ADD,DXB,Boeing 777,19/05/2024
KP8240,create,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
ZN9692,create,19/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,19/05/2024
OR2787,create,19/05/2024,local,ADD,AXU,CASA C-212 Aviocar,19/05/2024
DR4282,create,19/05/2024,international,ADD,HND,Boeing 767,19/05/2024
LF4836,delete,19/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,19/05/2024
HX7233,delete,19/05/2024,international,ADD,AMS,Airbus A330,19/05/2024
CE7543,delete,19/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,19/05/2024
FC9636,delete,19/05/2024,local,ADD,AMH,Beechcraft 1900,19/05/2024
PI3068,delete,19/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,19/05/2024
RY3156,delete,19/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,19/05/2024
MO6745,delete,19/05/2024,local,ADD,JIJ,Beechcraft 1900,19/05/2024
HT3899,delete,19/05/2024,international,ADD,DXB,Boeing 777,19/05/2024
CS9544,create,19/05/2024,local,ADD,GDQ,Beechcraft 1900,19/05/2024
LJ2549,create,19/05/2024,international,ADD,JFK,Airbus A330,19/05/2024
EF1045,create,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
ED6116,create,19/05/2024,local,ADD,AXU,Cessna 208 Caravan,19/05/2024
MC7964,create,19/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,19/05/2024
JH3027,delete,19/05/2024,local,ADD,ADD,Britten-Norman BN-2 Islander,19/05/2024
OU9012,delete,19/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,19/05/2024
YY1407,delete,19/05/2024,international,ADD,ICN,Airbus A330,19/05/2024
PF2293,delete,19/05/2024,local,ADD,DIR,Britten-Norman BN-2 Islander,19/05/2024
DO6205,delete,19/05/2024,international,ADD,ICN,Boeing 747,19/05/2024
SS8026,delete,19/05/2024,international,ADD,HND,Boeing 787 Dreamliner,19/05/2024
RC7893,create,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
ZC5932,create,19/05/2024,international,ADD,AMS,Boeing 767,19/05/2024
IF5157,create,19/05/2024,international,ADD,SIN,Airbus A330,19/05/2024
JM2654,create,19/05/2024,international,ADD,JFK,Boeing 767,19/05/2024
OA9969,delete,19/05/2024,local,ADD,BJR,Beechcraft 1900,19/05/2024
QI8791,delete,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
OV1526,delete,19/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,19/05/2024
GI8607,delete,19/05/2024,international,ADD,JFK,Airbus A330,19/05/2024
JI9688,delete,19/05/2024,international,ADD,ICN,Boeing 767,19/05/2024
NE5075,delete,19/05/2024,local,ADD,AXU,Cessna 208 Caravan,19/05/2024
CQ1957,delete,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
BP6822,create,19/05/2024,international,ADD,ICN,Boeing 747,19/05/2024
SS5726,create,19/05/2024,local,ADD,DIR,Beechcraft 1900,19/05/2024
YE4206,create,19/05/2024,international,ADD,CDG,Airbus A330,19/05/2024
DS2148,create,19/05/2024,local,ADD,JIM,Cessna 208 Caravan,19/05/2024
XQ3519,delete,19/05/2024,local,ADD,BJR,Cessna 208 Caravan,19/05/2024
UZ3733,delete,19/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,19/05/2024
YB6404,create,19/05/2024,international,ADD,ICN,Boeing 787 Dreamliner,19/05/2024
ZC6296,create,19/05/2024,international,ADD,FRA,Boeing 767,19/05/2024
XV4493,create,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
YB6409,create,19/05/2024,international,ADD,FRA,Boeing 777,19/05/2024
ZA6629,create,19/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,19/05/2024
VG7057,delete,19/05/2024,international,ADD,JFK,Airbus A330,19/05/2024
TN9117,delete,19/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,19/05/2024
GD6700,delete,19/05/2024,local,ADD,JIM,d.Havilland Canada DHC-6 Twin O,19/05/2024
BT8357,delete,19/05/2024,international,ADD,SFO,Boeing 767,19/05/2024
SI5427,delete,19/05/2024,local,ADD,LLI,Cessna 208 Caravan,19/05/2024
OL6830,create,19/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,19/05/2024
FK7937,create,19/05/2024,international,ADD,FRA,Boeing 767,19/05/2024
VT8059,create,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
TK7060,create,19/05/2024,local,ADD,JIJ,Cessna 208 Caravan,19/05/2024
QU1867,create,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
CT7451,create,19/05/2024,international,ADD,SIN,Boeing 767,19/05/2024
AN3167,create,19/05/2024,international,ADD,DXB,Airbus A330,19/05/2024
YC7882,create,19/05/2024,international,ADD,FRA,Airbus A330,19/05/2024
GE8677,create,19/05/2024,international,ADD,CDG,Boeing 767,19/05/2024
PY6184,create,19/05/2024,local,ADD,GDQ,Cessna 208 Caravan,19/05/2024
SB1731,create,19/05/2024,international,ADD,HND,Boeing 787 Dreamliner,19/05/2024
UG4988,delete,19/05/2024,international,ADD,HND,Airbus A330,19/05/2024
VV5029,delete,19/05/2024,international,ADD,LAX,Boeing 747,19/05/2024
UY9420,delete,19/05/2024,international,ADD,AMS,Boeing 787 Dreamliner,19/05/2024
VA9996,delete,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
QN1839,create,19/05/2024,international,ADD,SFO,Boeing 747,19/05/2024
GZ1793,create,19/05/2024,international,ADD,SFO,Boeing 777,19/05/2024
MN9660,create,19/05/2024,international,ADD,CDG,Boeing 777,19/05/2024
MY8477,create,19/05/2024,international,ADD,HND,Boeing 747,19/05/2024
NN1408,create,19/05/2024,local,ADD,ADD,Cessna 208 Caravan,19/05/2024
FM4012,create,19/05/2024,international,ADD,LAX,Boeing 767,19/05/2024
WV6798,create,19/05/2024,international,ADD,DXB,Boeing 777,19/05/2024
WZ8610,create,19/05/2024,local,ADD,AXU,d.Havilland Canada DHC-6 Twin O,19/05/2024
AZ9309,create,19/05/2024,international,ADD,HND,Boeing 747,19/05/2024
GL9682,create,19/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,19/05/2024
LH7377,delete,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
II3624,delete,19/05/2024,local,ADD,DIR,Beechcraft 1900,19/05/2024
AK1094,delete,19/05/2024,international,ADD,SFO,Airbus A330,19/05/2024
ZZ1579,delete,19/05/2024,local,ADD,AMH,Beechcraft 1900,19/05/2024
JZ1482,delete,19/05/2024,international,ADD,HND,Boeing 777,19/05/2024
SN9118,delete,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
ZX3895,delete,19/05/2024,local,ADD,GDQ,Cessna 208 Caravan,19/05/2024
QD1846,delete,19/05/2024,local,ADD,BJR,Beechcraft 1900,19/05/2024
FX2504,delete,19/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,19/05/2024
BP1182,create,19/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,19/05/2024
AC2679,create,19/05/2024,international,ADD,FRA,Boeing 747,19/05/2024
BE9604,create,19/05/2024,international,ADD,JFK,Boeing 767,19/05/2024
NG7756,create,19/05/2024,international,ADD,FRA,Boeing 787 Dreamliner,19/05/2024
SW6954,create,19/05/2024,local,ADD,JIM,Cessna 208 Caravan,19/05/2024
XA2287,delete,19/05/2024,international,ADD,DXB,Boeing 787 Dreamliner,19/05/2024
WJ3256,delete,19/05/2024,international,ADD,SFO,Boeing 747,19/05/2024
AC3718,delete,19/05/2024,international,ADD,SFO,Boeing 767,19/05/2024
WL8457,delete,19/05/2024,international,ADD,SFO,Boeing 747,19/05/2024
JN7038,create,19/05/2024,local,ADD,GDQ,CASA C-212 Aviocar,19/05/2024
HQ7659,create,19/05/2024,international,ADD,JFK,Boeing 787 Dreamliner,19/05/2024
DL5002,create,19/05/2024,international,ADD,ICN,Boeing 777,19/05/2024
PD9578,create,19/05/2024,local,ADD,MQX,Cessna 208 Caravan,19/05/2024
GY6570,create,19/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,19/05/2024
TS1842,create,19/05/2024,international,ADD,CDG,Boeing 787 Dreamliner,19/05/2024
ZD7522,create,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
WJ1041,create,19/05/2024,international,ADD,AMS,Boeing 747,19/05/2024
KA9406,create,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
AV3575,create,19/05/2024,international,ADD,SFO,Boeing 777,19/05/2024
QN2883,create,19/05/2024,local,ADD,BJR,Cessna 208 Caravan,19/05/2024
IF5383,create,19/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,19/05/2024
SW3820,create,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
FG9453,delete,19/05/2024,international,ADD,FRA,Boeing 777,19/05/2024
RV1866,delete,19/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,19/05/2024
KO2709,create,19/05/2024,local,ADD,DIR,CASA C-212 Aviocar,19/05/2024
AC5329,create,19/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,19/05/2024
PX1252,create,19/05/2024,international,ADD,SIN,Boeing 747,19/05/2024
MU6795,create,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
UM9245,create,19/05/2024,international,ADD,SIN,Boeing 777,19/05/2024
NN2905,create,19/05/2024,local,ADD,MQX,CASA C-212 Aviocar,19/05/2024
LF3759,create,19/05/2024,local,ADD,JIM,Cessna 208 Caravan,19/05/2024
TP9180,create,19/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,19/05/2024
SK3236,delete,19/05/2024,international,ADD,SFO,Boeing 747,19/05/2024
RD4175,delete,19/05/2024,local,ADD,GDQ,Britten-Norman BN-2 Islander,19/05/2024
CD7990,delete,19/05/2024,international,ADD,SIN,Boeing 787 Dreamliner,19/05/2024
FO4566,create,19/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,19/05/2024
PQ7022,create,19/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,19/05/2024
GH6302,create,19/05/2024,local,ADD,GDQ,Beechcraft 1900,19/05/2024
HY3356,create,19/05/2024,international,ADD,HND,Boeing 777,19/05/2024
HN6739,delete,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
RV6865,delete,19/05/2024,local,ADD,AXU,Cessna 208 Caravan,19/05/2024
HG7325,delete,19/05/2024,local,ADD,GDQ,d.Havilland Canada DHC-6 Twin O,19/05/2024
CT9801,create,19/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,19/05/2024
QQ2971,create,19/05/2024,local,ADD,JIM,Cessna 208 Caravan,19/05/2024
LJ4174,create,19/05/2024,international,ADD,SFO,Boeing 787 Dreamliner,19/05/2024
LU2065,create,19/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,19/05/2024
PA6630,create,19/05/2024,local,ADD,GDQ,Beechcraft 1900,19/05/2024
YD9440,create,19/05/2024,international,ADD,AMS,Boeing 777,19/05/2024
DV3330,create,19/05/2024,international,ADD,DXB,Airbus A330,19/05/2024
AI1608,create,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
OK8229,create,19/05/2024,international,ADD,CDG,Boeing 747,19/05/2024
SX9073,create,19/05/2024,international,ADD,JFK,Airbus A330,19/05/2024
IK4508,create,19/05/2024,international,ADD,ICN,Boeing 747,19/05/2024
JC5509,create,19/05/2024,international,ADD,LAX,Boeing 787 Dreamliner,19/05/2024
AL1331,delete,19/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,19/05/2024
NF5548,delete,19/05/2024,local,ADD,JIM,Beechcraft 1900,19/05/2024
PI6417,delete,19/05/2024,international,ADD,CDG,Boeing 777,19/05/2024
HP7987,create,19/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,19/05/2024
QN2735,create,19/05/2024,local,ADD,LLI,CASA C-212 Aviocar,19/05/2024
DY4018,create,19/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,19/05/2024
PD8436,create,19/05/2024,local,ADD,AXU,Britten-Norman BN-2 Islander,19/05/2024
TG8290,create,19/05/2024,international,ADD,SIN,Boeing 747,19/05/2024
KV7804,create,19/05/2024,local,ADD,AXU,CASA C-212 Aviocar,19/05/2024
NC1272,create,19/05/2024,international,ADD,FRA,Airbus A330,19/05/2024
VI7190,create,19/05/2024,international,ADD,LAX,Airbus A330,19/05/2024
VK2074,create,19/05/2024,local,ADD,MQX,Britten-Norman BN-2 Islander,19/05/2024
JA8535,create,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
IW7559,create,19/05/2024,international,ADD,LAX,Boeing 767,19/05/2024
AP6997,delete,19/05/2024,local,ADD,BJR,d.Havilland Canada DHC-6 Twin O,19/05/2024
ON3696,delete,19/05/2024,local,ADD,MQX,d.Havilland Canada DHC-6 Twin O,19/05/2024
CD3115,delete,19/05/2024,local,ADD,JIM,Britten-Norman BN-2 Islander,19/05/2024
KW8906,delete,19/05/2024,local,ADD,DIR,d.Havilland Canada DHC-6 Twin O,19/05/2024
VI3060,delete,19/05/2024,local,ADD,MQX,Beechcraft 1900,19/05/2024
FT9933,delete,19/05/2024,local,ADD,DIR,Beechcraft 1900,19/05/2024
LT2172,create,19/05/2024,local,ADD,JIJ,Britten-Norman BN-2 Islander,19/05/2024
CE3845,create,19/05/2024,local,ADD,LLI,d.Havilland Canada DHC-6 Twin O,19/05/2024
MG3170,create,19/05/2024,local,ADD,JIJ,Cessna 208 Caravan,19/05/2024
CP3881,create,19/05/2024,international,ADD,LAX,Boeing 767,19/05/2024
YH9902,create,19/05/2024,local,ADD,BJR,Britten-Norman BN-2 Islander,19/05/2024
US4419,delete,19/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,19/05/2024
CM2970,delete,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
FJ1078,delete,19/05/2024,local,ADD,JIM,CASA C-212 Aviocar,19/05/2024
LG2939,delete,19/05/2024,local,ADD,DIR,Cessna 208 Caravan,19/05/2024
XH5355,delete,19/05/2024,local,ADD,LLI,CASA C-212 Aviocar,19/05/2024
RA6768,delete,19/05/2024,local,ADD,AMH,Britten-Norman BN-2 Islander,19/05/2024
JI6060,create,19/05/2024,local,ADD,LLI,Britten-Norman BN-2 Islander,19/05/2024
