flightId,updatedAt,updatedDate,reason,description
KF9561,19/05/2024,19/05/2024,Weather Conditions,no description provided
SE2573,19/05/2024,19/05/2024,Weather Conditions,no description provided
SP9404,19/05/2024,19/05/2024,Weather Conditions,no description provided
MP7087,19/05/2024,19/05/2024,Weather Conditions,no description provided
JK5221,19/05/2024,19/05/2024,Weather Conditions,no description provided
PW4119,19/05/2024,19/05/2024,Weather Conditions,no description provided
YN5900,19/05/2024,19/05/2024,Weather Conditions,no description provided
TB5967,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZP2594,19/05/2024,19/05/2024,Weather Conditions,no description provided
DH9746,19/05/2024,19/05/2024,Weather Conditions,no description provided
RR3046,19/05/2024,19/05/2024,Weather Conditions,no description provided
JB6948,19/05/2024,19/05/2024,Weather Conditions,no description provided
IA4110,19/05/2024,19/05/2024,Weather Conditions,no description provided
VG9986,19/05/2024,19/05/2024,Weather Conditions,no description provided
BO7534,19/05/2024,19/05/2024,Weather Conditions,no description provided
GM7647,19/05/2024,19/05/2024,Weather Conditions,no description provided
EI1793,19/05/2024,19/05/2024,Weather Conditions,no description provided
HC8107,19/05/2024,19/05/2024,Weather Conditions,no description provided
FG1238,19/05/2024,19/05/2024,Weather Conditions,no description provided
SY1401,19/05/2024,19/05/2024,Weather Conditions,no description provided
KG5971,19/05/2024,19/05/2024,Weather Conditions,no description provided
EU9689,19/05/2024,19/05/2024,Weather Conditions,no description provided
MI4050,19/05/2024,19/05/2024,Weather Conditions,no description provided
JD3705,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZA7906,19/05/2024,19/05/2024,Weather Conditions,no description provided
YZ7553,19/05/2024,19/05/2024,Weather Conditions,no description provided
FH1379,19/05/2024,19/05/2024,Weather Conditions,no description provided
YL3875,19/05/2024,19/05/2024,Weather Conditions,no description provided
IT2604,19/05/2024,19/05/2024,Weather Conditions,no description provided
LS3642,19/05/2024,19/05/2024,Weather Conditions,no description provided
IC1427,19/05/2024,19/05/2024,Weather Conditions,no description provided
JP7641,19/05/2024,19/05/2024,Weather Conditions,no description provided
MO1276,19/05/2024,19/05/2024,Weather Conditions,no description provided
HT3879,19/05/2024,19/05/2024,Weather Conditions,no description provided
DQ6990,19/05/2024,19/05/2024,Weather Conditions,no description provided
LL7961,19/05/2024,19/05/2024,Weather Conditions,no description provided
EU1849,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZO3087,19/05/2024,19/05/2024,Weather Conditions,no description provided
PW4446,19/05/2024,19/05/2024,Weather Conditions,no description provided
AY7965,19/05/2024,19/05/2024,Weather Conditions,no description provided
GW6584,19/05/2024,19/05/2024,Weather Conditions,no description provided
GS7136,19/05/2024,19/05/2024,Weather Conditions,no description provided
EC3316,19/05/2024,19/05/2024,Weather Conditions,no description provided
NJ3661,19/05/2024,19/05/2024,Weather Conditions,no description provided
GD7519,19/05/2024,19/05/2024,Weather Conditions,no description provided
WZ2582,19/05/2024,19/05/2024,Weather Conditions,no description provided
RQ4600,19/05/2024,19/05/2024,Weather Conditions,no description provided
BH6751,19/05/2024,19/05/2024,Weather Conditions,no description provided
DL2007,19/05/2024,19/05/2024,Weather Conditions,no description provided
OZ8975,19/05/2024,19/05/2024,Weather Conditions,no description provided
HG4239,19/05/2024,19/05/2024,Weather Conditions,no description provided
WI7369,19/05/2024,19/05/2024,Weather Conditions,no description provided
UH5676,19/05/2024,19/05/2024,Weather Conditions,no description provided
VG3043,19/05/2024,19/05/2024,Weather Conditions,no description provided
JW7788,19/05/2024,19/05/2024,Weather Conditions,no description provided
LF4836,19/05/2024,19/05/2024,Weather Conditions,no description provided
HX7233,19/05/2024,19/05/2024,Weather Conditions,no description provided
CE7543,19/05/2024,19/05/2024,Weather Conditions,no description provided
FC9636,19/05/2024,19/05/2024,Weather Conditions,no description provided
PI3068,19/05/2024,19/05/2024,Weather Conditions,no description provided
RY3156,19/05/2024,19/05/2024,Weather Conditions,no description provided
MO6745,19/05/2024,19/05/2024,Weather Conditions,no description provided
HT3899,19/05/2024,19/05/2024,Weather Conditions,no description provided
JH3027,19/05/2024,19/05/2024,Weather Conditions,no description provided
OU9012,19/05/2024,19/05/2024,Weather Conditions,no description provided
YY1407,19/05/2024,19/05/2024,Weather Conditions,no description provided
PF2293,19/05/2024,19/05/2024,Weather Conditions,no description provided
DO6205,19/05/2024,19/05/2024,Weather Conditions,no description provided
SS8026,19/05/2024,19/05/2024,Weather Conditions,no description provided
OA9969,19/05/2024,19/05/2024,Weather Conditions,no description provided
QI8791,19/05/2024,19/05/2024,Weather Conditions,no description provided
OV1526,19/05/2024,19/05/2024,Weather Conditions,no description provided
GI8607,19/05/2024,19/05/2024,Weather Conditions,no description provided
JI9688,19/05/2024,19/05/2024,Weather Conditions,no description provided
NE5075,19/05/2024,19/05/2024,Weather Conditions,no description provided
CQ1957,19/05/2024,19/05/2024,Weather Conditions,no description provided
XQ3519,19/05/2024,19/05/2024,Weather Conditions,no description provided
UZ3733,19/05/2024,19/05/2024,Weather Conditions,no description provided
VG7057,19/05/2024,19/05/2024,Weather Conditions,no description provided
TN9117,19/05/2024,19/05/2024,Weather Conditions,no description provided
GD6700,19/05/2024,19/05/2024,Weather Conditions,no description provided
BT8357,19/05/2024,19/05/2024,Weather Conditions,no description provided
SI5427,19/05/2024,19/05/2024,Weather Conditions,no description provided
UG4988,19/05/2024,19/05/2024,Weather Conditions,no description provided
VV5029,19/05/2024,19/05/2024,Weather Conditions,no description provided
UY9420,19/05/2024,19/05/2024,Weather Conditions,no description provided
VA9996,19/05/2024,19/05/2024,Weather Conditions,no description provided
LH7377,19/05/2024,19/05/2024,Weather Conditions,no description provided
II3624,19/05/2024,19/05/2024,Weather Conditions,no description provided
AK1094,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZZ1579,19/05/2024,19/05/2024,Weather Conditions,no description provided
JZ1482,19/05/2024,19/05/2024,Weather Conditions,no description provided
SN9118,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZX3895,19/05/2024,19/05/2024,Weather Conditions,no description provided
QD1846,19/05/2024,19/05/2024,Weather Conditions,no description provided
FX2504,19/05/2024,19/05/2024,Weather Conditions,no description provided
XA2287,19/05/2024,19/05/2024,Weather Conditions,no description provided
WJ3256,19/05/2024,19/05/2024,Weather Conditions,no description provided
AC3718,19/05/2024,19/05/2024,Weather Conditions,no description provided
WL8457,19/05/2024,19/05/2024,Weather Conditions,no description provided
FG9453,19/05/2024,19/05/2024,Weather Conditions,no description provided
RV1866,19/05/2024,19/05/2024,Weather Conditions,no description provided
SK3236,19/05/2024,19/05/2024,Weather Conditions,no description provided
RD4175,19/05/2024,19/05/2024,Weather Conditions,no description provided
CD7990,19/05/2024,19/05/2024,Weather Conditions,no description provided
HN6739,19/05/2024,19/05/2024,Weather Conditions,no description provided
RV6865,19/05/2024,19/05/2024,Weather Conditions,no description provided
HG7325,19/05/2024,19/05/2024,Weather Conditions,no description provided
AL1331,19/05/2024,19/05/2024,Weather Conditions,no description provided
NF5548,19/05/2024,19/05/2024,Weather Conditions,no description provided
PI6417,19/05/2024,19/05/2024,Weather Conditions,no description provided
AP6997,19/05/2024,19/05/2024,Weather Conditions,no description provided
ON3696,19/05/2024,19/05/2024,Weather Conditions,no description provided
CD3115,19/05/2024,19/05/2024,Weather Conditions,no description provided
KW8906,19/05/2024,19/05/2024,Weather Conditions,no description provided
VI3060,19/05/2024,19/05/2024,Weather Conditions,no description provided
FT9933,19/05/2024,19/05/2024,Weather Conditions,no description provided
US4419,19/05/2024,19/05/2024,Weather Conditions,no description provided
CM2970,19/05/2024,19/05/2024,Weather Conditions,no description provided
FJ1078,19/05/2024,19/05/2024,Weather Conditions,no description provided
LG2939,19/05/2024,19/05/2024,Weather Conditions,no description provided
XH5355,19/05/2024,19/05/2024,Weather Conditions,no description provided
RA6768,19/05/2024,19/05/2024,Weather Conditions,no description provided
DI1762,19/05/2024,19/05/2024,Weather Conditions,no description provided
HE2174,19/05/2024,19/05/2024,Weather Conditions,no description provided
VV9360,19/05/2024,19/05/2024,Weather Conditions,no description provided
VP8419,19/05/2024,19/05/2024,Weather Conditions,no description provided
SY9344,19/05/2024,19/05/2024,Weather Conditions,no description provided
GA2825,19/05/2024,19/05/2024,Weather Conditions,no description provided
YF5334,19/05/2024,19/05/2024,Weather Conditions,no description provided
NN7556,19/05/2024,19/05/2024,Weather Conditions,no description provided
IK9033,19/05/2024,19/05/2024,Weather Conditions,no description provided
JI6060,19/05/2024,19/05/2024,Weather Conditions,no description provided
RR2992,19/05/2024,19/05/2024,Weather Conditions,no description provided
YM6781,19/05/2024,19/05/2024,Weather Conditions,no description provided
CI7405,19/05/2024,19/05/2024,Weather Conditions,no description provided
WQ3322,19/05/2024,19/05/2024,Weather Conditions,no description provided
BS1038,19/05/2024,19/05/2024,Weather Conditions,no description provided
QJ6327,19/05/2024,19/05/2024,Weather Conditions,no description provided
IA3079,19/05/2024,19/05/2024,Weather Conditions,no description provided
CN9118,19/05/2024,19/05/2024,Weather Conditions,no description provided
UM4031,19/05/2024,19/05/2024,Weather Conditions,no description provided
IA3079,19/05/2024,19/05/2024,,no description provided
PP5107,19/05/2024,19/05/2024,Weather Conditions,no description provided
MU1915,19/05/2024,19/05/2024,Weather Conditions,no description provided
HI1680,19/05/2024,19/05/2024,Weather Conditions,no description provided
CT5090,19/05/2024,19/05/2024,Weather Conditions,no description provided
MH1422,19/05/2024,19/05/2024,Weather Conditions,no description provided
KU4371,19/05/2024,19/05/2024,Weather Conditions,no description provided
QW8964,19/05/2024,19/05/2024,Weather Conditions,no description provided
NT1738,19/05/2024,19/05/2024,Weather Conditions,no description provided
SG8915,19/05/2024,19/05/2024,Weather Conditions,no description provided
IC6582,19/05/2024,19/05/2024,Weather Conditions,no description provided
SD3422,19/05/2024,19/05/2024,Weather Conditions,no description provided
SD3422,19/05/2024,19/05/2024,Weather Conditions,no description provided
SD3422,19/05/2024,19/05/2024,Weather Conditions,no description provided
TC2395,19/05/2024,19/05/2024,Weather Conditions,no description provided
TT9986,19/05/2024,19/05/2024,Weather Conditions,no description provided
JX9213,19/05/2024,19/05/2024,Weather Conditions,no description provided
SO1001,19/05/2024,19/05/2024,Weather Conditions,no description provided
EV9586,19/05/2024,19/05/2024,Weather Conditions,no description provided
MS6522,19/05/2024,19/05/2024,Weather Conditions,no description provided
JY4368,19/05/2024,19/05/2024,Weather Conditions,no description provided
ON1488,19/05/2024,19/05/2024,Weather Conditions,no description provided
GN4488,19/05/2024,19/05/2024,Weather Conditions,no description provided
KE8419,19/05/2024,19/05/2024,Weather Conditions,no description provided
NM4262,19/05/2024,19/05/2024,Weather Conditions,no description provided
FB6029,19/05/2024,19/05/2024,Weather Conditions,no description provided
FB6023,19/05/2024,19/05/2024,Weather Conditions,no description provided
AZ5043,19/05/2024,19/05/2024,Weather Conditions,no description provided
IA5991,19/05/2024,19/05/2024,Weather Conditions,no description provided
SD7500,19/05/2024,19/05/2024,Weather Conditions,no description provided
NQ8154,19/05/2024,19/05/2024,Weather Conditions,no description provided
IJ7198,19/05/2024,19/05/2024,Weather Conditions,no description provided
GS1113,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZY6695,19/05/2024,19/05/2024,Weather Conditions,no description provided
KY9189,19/05/2024,19/05/2024,Weather Conditions,no description provided
WI7651,19/05/2024,19/05/2024,Weather Conditions,no description provided
IF9275,19/05/2024,19/05/2024,Weather Conditions,no description provided
SK7353,19/05/2024,19/05/2024,Weather Conditions,no description provided
WO2540,19/05/2024,19/05/2024,Weather Conditions,no description provided
DK1807,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZH1955,19/05/2024,19/05/2024,Weather Conditions,no description provided
KX1123,19/05/2024,19/05/2024,Weather Conditions,no description provided
AN9548,19/05/2024,19/05/2024,Weather Conditions,no description provided
ME8241,19/05/2024,19/05/2024,Weather Conditions,no description provided
HR9259,19/05/2024,19/05/2024,Weather Conditions,no description provided
MK1782,19/05/2024,19/05/2024,Weather Conditions,no description provided
YW7031,19/05/2024,19/05/2024,Weather Conditions,no description provided
VN2751,19/05/2024,19/05/2024,Weather Conditions,no description provided
RT4967,19/05/2024,19/05/2024,Weather Conditions,no description provided
PI8936,19/05/2024,19/05/2024,Weather Conditions,no description provided
OL8012,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZO5272,19/05/2024,19/05/2024,Weather Conditions,no description provided
KT3402,19/05/2024,19/05/2024,Weather Conditions,no description provided
VB1500,19/05/2024,19/05/2024,Weather Conditions,no description provided
BM2505,19/05/2024,19/05/2024,Weather Conditions,no description provided
VH5791,19/05/2024,19/05/2024,Weather Conditions,no description provided
NH1894,19/05/2024,19/05/2024,Weather Conditions,no description provided
VF4422,19/05/2024,19/05/2024,Weather Conditions,no description provided
JT1270,19/05/2024,19/05/2024,Weather Conditions,no description provided
IT8882,19/05/2024,19/05/2024,Weather Conditions,no description provided
HG8198,19/05/2024,19/05/2024,Weather Conditions,no description provided
BB8308,19/05/2024,19/05/2024,Weather Conditions,no description provided
HC8467,19/05/2024,19/05/2024,Weather Conditions,no description provided
MQ3412,19/05/2024,19/05/2024,Weather Conditions,no description provided
DW7441,19/05/2024,19/05/2024,Weather Conditions,no description provided
MP3697,19/05/2024,19/05/2024,Weather Conditions,no description provided
QY7316,19/05/2024,19/05/2024,Weather Conditions,no description provided
VL4497,19/05/2024,19/05/2024,Weather Conditions,no description provided
LC7189,19/05/2024,19/05/2024,Weather Conditions,no description provided
HZ1001,19/05/2024,19/05/2024,Weather Conditions,no description provided
KT1066,19/05/2024,19/05/2024,Weather Conditions,no description provided
AE7972,19/05/2024,19/05/2024,Weather Conditions,no description provided
ON5010,19/05/2024,19/05/2024,Weather Conditions,no description provided
LS8901,19/05/2024,19/05/2024,Weather Conditions,no description provided
JD5987,19/05/2024,19/05/2024,Weather Conditions,no description provided
DJ9174,19/05/2024,19/05/2024,Weather Conditions,no description provided
SO2200,19/05/2024,19/05/2024,Weather Conditions,no description provided
NX7777,19/05/2024,19/05/2024,Weather Conditions,no description provided
DT3714,19/05/2024,19/05/2024,Weather Conditions,no description provided
AE8401,19/05/2024,19/05/2024,Weather Conditions,no description provided
GI6509,19/05/2024,19/05/2024,Weather Conditions,no description provided
GO5461,19/05/2024,19/05/2024,Weather Conditions,no description provided
RN6204,19/05/2024,19/05/2024,Weather Conditions,no description provided
YS5568,19/05/2024,19/05/2024,Weather Conditions,no description provided
MA8562,19/05/2024,19/05/2024,Weather Conditions,no description provided
VV3376,19/05/2024,19/05/2024,Weather Conditions,no description provided
XO6127,19/05/2024,19/05/2024,Weather Conditions,no description provided
NN9046,19/05/2024,19/05/2024,Weather Conditions,no description provided
AU8097,19/05/2024,19/05/2024,Weather Conditions,no description provided
JP1971,19/05/2024,19/05/2024,Weather Conditions,no description provided
JZ4502,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZC9296,19/05/2024,19/05/2024,Weather Conditions,no description provided
HH8858,19/05/2024,19/05/2024,Weather Conditions,no description provided
IS4628,19/05/2024,19/05/2024,Weather Conditions,no description provided
XN9752,19/05/2024,19/05/2024,Weather Conditions,no description provided
CL7460,19/05/2024,19/05/2024,Weather Conditions,no description provided
CL7460,19/05/2024,19/05/2024,Weather Conditions,no description provided
CL7460,19/05/2024,19/05/2024,Weather Conditions,no description provided
CL7460,19/05/2024,19/05/2024,Weather Conditions,no description provided
BC9731,19/05/2024,19/05/2024,Weather Conditions,no description provided
LN8715,19/05/2024,19/05/2024,Weather Conditions,no description provided
LN8715,19/05/2024,19/05/2024,Weather Conditions,no description provided
LN8715,19/05/2024,19/05/2024,Weather Conditions,no description provided
LO8320,19/05/2024,19/05/2024,Weather Conditions,no description provided
NC1433,19/05/2024,19/05/2024,Weather Conditions,no description provided
XS5442,19/05/2024,19/05/2024,Weather Conditions,no description provided
XW8168,19/05/2024,19/05/2024,Weather Conditions,no description provided
AJ9853,19/05/2024,19/05/2024,Weather Conditions,no description provided
FG3367,19/05/2024,19/05/2024,Weather Conditions,no description provided
OK6732,19/05/2024,19/05/2024,Weather Conditions,no description provided
QN9760,19/05/2024,19/05/2024,Weather Conditions,no description provided
PQ4409,19/05/2024,19/05/2024,Weather Conditions,no description provided
AV3414,19/05/2024,19/05/2024,Weather Conditions,no description provided
PI5876,19/05/2024,19/05/2024,Weather Conditions,no description provided
XH1216,19/05/2024,19/05/2024,Weather Conditions,no description provided
NI6288,19/05/2024,19/05/2024,Weather Conditions,no description provided
AV3414,19/05/2024,19/05/2024,Weather Conditions,no description provided
AV3414,19/05/2024,19/05/2024,Weather Conditions,no description provided
CJ8610,19/05/2024,19/05/2024,Weather Conditions,no description provided
CE3678,19/05/2024,19/05/2024,Weather Conditions,no description provided
PT9120,19/05/2024,19/05/2024,Weather Conditions,no description provided
RW8576,19/05/2024,19/05/2024,Weather Conditions,no description provided
VS2276,19/05/2024,19/05/2024,Weather Conditions,no description provided
IL7724,19/05/2024,19/05/2024,Weather Conditions,no description provided
CJ2214,19/05/2024,19/05/2024,Weather Conditions,no description provided
QJ7216,19/05/2024,19/05/2024,Weather Conditions,no description provided
LA1556,19/05/2024,19/05/2024,Weather Conditions,no description provided
KF6349,19/05/2024,19/05/2024,Weather Conditions,no description provided
WH9755,19/05/2024,19/05/2024,Weather Conditions,no description provided
HI9402,19/05/2024,19/05/2024,Weather Conditions,no description provided
JF3684,19/05/2024,19/05/2024,Weather Conditions,no description provided
IZ3887,19/05/2024,19/05/2024,Weather Conditions,no description provided
BM8194,19/05/2024,19/05/2024,Weather Conditions,no description provided
HI2632,19/05/2024,19/05/2024,Weather Conditions,no description provided
FR1911,19/05/2024,19/05/2024,Weather Conditions,no description provided
QH4909,19/05/2024,19/05/2024,Weather Conditions,no description provided
EZ2364,19/05/2024,19/05/2024,Weather Conditions,no description provided
VO6963,19/05/2024,19/05/2024,Weather Conditions,no description provided
AZ6297,19/05/2024,19/05/2024,Weather Conditions,no description provided
ON5509,19/05/2024,19/05/2024,Weather Conditions,no description provided
NV3351,19/05/2024,19/05/2024,Weather Conditions,no description provided
NW9013,19/05/2024,19/05/2024,Weather Conditions,no description provided
SO2565,19/05/2024,19/05/2024,Weather Conditions,no description provided
NC3627,19/05/2024,19/05/2024,Weather Conditions,no description provided
PD1122,19/05/2024,19/05/2024,Weather Conditions,no description provided
DY8586,19/05/2024,19/05/2024,Weather Conditions,no description provided
OE9781,19/05/2024,19/05/2024,Weather Conditions,no description provided
CU8912,19/05/2024,19/05/2024,Weather Conditions,no description provided
NX8877,19/05/2024,19/05/2024,Weather Conditions,no description provided
FL2028,19/05/2024,19/05/2024,Weather Conditions,no description provided
NO6614,19/05/2024,19/05/2024,Weather Conditions,no description provided
SI8067,19/05/2024,19/05/2024,Weather Conditions,no description provided
SD5460,19/05/2024,19/05/2024,Weather Conditions,no description provided
SX4464,19/05/2024,19/05/2024,Weather Conditions,no description provided
DQ5308,19/05/2024,19/05/2024,Weather Conditions,no description provided
RC8772,19/05/2024,19/05/2024,Weather Conditions,no description provided
PE4850,19/05/2024,19/05/2024,Weather Conditions,no description provided
CT1938,19/05/2024,19/05/2024,Weather Conditions,no description provided
EH9974,19/05/2024,19/05/2024,Weather Conditions,no description provided
TL9143,19/05/2024,19/05/2024,Weather Conditions,no description provided
EC8737,19/05/2024,19/05/2024,Weather Conditions,no description provided
KX9273,19/05/2024,19/05/2024,Weather Conditions,no description provided
LS3265,19/05/2024,19/05/2024,Weather Conditions,no description provided
KK1010,19/05/2024,19/05/2024,Weather Conditions,no description provided
NX8175,19/05/2024,19/05/2024,Weather Conditions,no description provided
PC1010,19/05/2024,19/05/2024,Weather Conditions,no description provided
FV8497,19/05/2024,19/05/2024,Weather Conditions,no description provided
VF1865,19/05/2024,19/05/2024,Weather Conditions,no description provided
EX7143,19/05/2024,19/05/2024,Weather Conditions,no description provided
JA8241,19/05/2024,19/05/2024,Weather Conditions,no description provided
EE9626,19/05/2024,19/05/2024,Weather Conditions,no description provided
NL3542,19/05/2024,19/05/2024,Weather Conditions,no description provided
EQ6219,19/05/2024,19/05/2024,Weather Conditions,no description provided
AC1058,19/05/2024,19/05/2024,Weather Conditions,no description provided
AA3721,19/05/2024,19/05/2024,Weather Conditions,no description provided
TK1882,19/05/2024,19/05/2024,Weather Conditions,no description provided
SW5499,19/05/2024,19/05/2024,Weather Conditions,no description provided
HO9806,19/05/2024,19/05/2024,Weather Conditions,no description provided
AV8809,19/05/2024,19/05/2024,Weather Conditions,no description provided
EI5730,19/05/2024,19/05/2024,Weather Conditions,no description provided
ST9869,19/05/2024,19/05/2024,Weather Conditions,no description provided
LU9452,19/05/2024,19/05/2024,Weather Conditions,no description provided
NN5234,19/05/2024,19/05/2024,Weather Conditions,no description provided
AC9845,19/05/2024,19/05/2024,Weather Conditions,no description provided
IG6950,19/05/2024,19/05/2024,Weather Conditions,no description provided
ET6093,19/05/2024,19/05/2024,Weather Conditions,no description provided
JN5513,19/05/2024,19/05/2024,Weather Conditions,no description provided
EI3793,19/05/2024,19/05/2024,Weather Conditions,no description provided
DC8217,19/05/2024,19/05/2024,Weather Conditions,no description provided
WF2543,19/05/2024,19/05/2024,Weather Conditions,no description provided
QH1187,19/05/2024,19/05/2024,Weather Conditions,no description provided
FJ1842,19/05/2024,19/05/2024,Weather Conditions,no description provided
DT6947,19/05/2024,19/05/2024,Weather Conditions,no description provided
BI4807,19/05/2024,19/05/2024,Weather Conditions,no description provided
PA8652,19/05/2024,19/05/2024,Weather Conditions,no description provided
CW1237,19/05/2024,19/05/2024,Weather Conditions,no description provided
FT4900,19/05/2024,19/05/2024,Weather Conditions,no description provided
FX7381,19/05/2024,19/05/2024,Weather Conditions,no description provided
QS2277,19/05/2024,19/05/2024,Weather Conditions,no description provided
MQ3502,19/05/2024,19/05/2024,Weather Conditions,no description provided
NN3782,19/05/2024,19/05/2024,Weather Conditions,no description provided
FX2919,19/05/2024,19/05/2024,Weather Conditions,no description provided
CW2610,19/05/2024,19/05/2024,Weather Conditions,no description provided
PB8059,19/05/2024,19/05/2024,Weather Conditions,no description provided
VI1788,19/05/2024,19/05/2024,Weather Conditions,no description provided
CB1154,19/05/2024,19/05/2024,Weather Conditions,no description provided
ON5037,19/05/2024,19/05/2024,Weather Conditions,no description provided
QX2779,19/05/2024,19/05/2024,Weather Conditions,no description provided
FL6190,19/05/2024,19/05/2024,Weather Conditions,no description provided
ML6157,19/05/2024,19/05/2024,Weather Conditions,no description provided
ON7334,19/05/2024,19/05/2024,Weather Conditions,no description provided
IL7503,19/05/2024,19/05/2024,Weather Conditions,no description provided
JC5126,19/05/2024,19/05/2024,Weather Conditions,no description provided
LS3097,19/05/2024,19/05/2024,Weather Conditions,no description provided
PH2962,19/05/2024,19/05/2024,Weather Conditions,no description provided
ZC9615,19/05/2024,19/05/2024,Weather Conditions,no description provided
GR7156,19/05/2024,19/05/2024,Weather Conditions,no description provided
LO1236,19/05/2024,19/05/2024,Weather Conditions,no description provided
HJ2861,20/05/2024,20/05/2024,Weather Conditions,no description provided
CL4653,20/05/2024,20/05/2024,Weather Conditions,no description provided
DA3451,20/05/2024,20/05/2024,Weather Conditions,no description provided
HJ2861,20/05/2024,20/05/2024,Weather Conditions,no description provided
CL4653,20/05/2024,20/05/2024,Weather Conditions,no description provided
DA3451,20/05/2024,20/05/2024,Weather Conditions,no description provided
AB6553,20/05/2024,20/05/2024,Weather Conditions,no description provided
IZ6911,20/05/2024,20/05/2024,Weather Conditions,no description provided
PX5041,20/05/2024,20/05/2024,Weather Conditions,no description provided
